0,0.0123077
5000,0.11641
10000,0.118461
15000,0.141538
20000,0.151282
25000,0.22359
30000,0.24
35000,0.241538
40000,0.335384
45000,0.355897
50000,0.361025
55000,0.358974
60000,0.367692
65000,0.361538
70000,0.367692
75000,0.370769
80000,0.368718
85000,0.375384
90000,0.371795
95000,0.373333
100000,0.375384
105000,0.37641
110000,0.377948
115000,0.378461
120000,0.384102
125000,0.373846
130000,0.378461
135000,0.382564
140000,0.381025
145000,0.38
150000,0.383077
155000,0.383589
160000,0.380512
165000,0.38
170000,0.381538
175000,0.382051
180000,0.384615
185000,0.383589
190000,0.386153
195000,0.384102
200000,0.386153
205000,0.386153
210000,0.390769
215000,0.401025
220000,0.403589
225000,0.411282
230000,0.416923
235000,0.424102
240000,0.44
245000,0.450769
250000,0.45282
255000,0.455897
260000,0.460512
265000,0.454871
270000,0.460512
275000,0.46
280000,0.454871
285000,0.464102
290000,0.460512
295000,0.462051
300000,0.459487
305000,0.464615
310000,0.463076
315000,0.461538
320000,0.465128
325000,0.461538
330000,0.462564
335000,0.465128
340000,0.465641
345000,0.473333
350000,0.470769
355000,0.470256
360000,0.480512
365000,0.481538
370000,0.48
375000,0.483589
380000,0.486666
385000,0.502051
390000,0.509744
395000,0.514359
400000,0.524103
405000,0.522052
410000,0.526667
415000,0.522052
420000,0.528718
425000,0.527693
430000,0.532821
435000,0.531795
440000,0.544103
445000,0.546667
450000,0.545641
455000,0.548206
460000,0.549231
465000,0.568718
470000,0.582052
475000,0.609744
480000,0.625129
485000,0.635385
490000,0.638975
495000,0.644616
500000,0.651282
505000,0.648205
510000,0.657436
515000,0.655898
520000,0.66
525000,0.656923
530000,0.66359
535000,0.660513
540000,0.66718
545000,0.67077
550000,0.674872
555000,0.678462
560000,0.679488
565000,0.679488
570000,0.685129
575000,0.682564
580000,0.681539
585000,0.68718
590000,0.684103
595000,0.688205
600000,0.685641
605000,0.687693
610000,0.690257
615000,0.68718
620000,0.686667
625000,0.686154
630000,0.688205
635000,0.690257
640000,0.689231
645000,0.690257
650000,0.69077
655000,0.692821
660000,0.689231
665000,0.690257
670000,0.691795
675000,0.69077
680000,0.689231
685000,0.690257
690000,0.69077
695000,0.69077
700000,0.691795
705000,0.691282
710000,0.694359
715000,0.693334
720000,0.692821
725000,0.692308
730000,0.693334
735000,0.692308
740000,0.692308
745000,0.694359
750000,0.694872
755000,0.691795
760000,0.693334
765000,0.694872
770000,0.693846
775000,0.695385
780000,0.694359
785000,0.692308
790000,0.695898
795000,0.695385
800000,0.698975
805000,0.701026
810000,0.705641
815000,0.709231
820000,0.711795
825000,0.714359
830000,0.717436
835000,0.717949
840000,0.722564
845000,0.721026
850000,0.726154
855000,0.725641
860000,0.72359
865000,0.724616
870000,0.728205
875000,0.729744
880000,0.733846
885000,0.73077
890000,0.729231
895000,0.731795
900000,0.735898
905000,0.731282
910000,0.728205
915000,0.732308
920000,0.735898
925000,0.73077
930000,0.730257
935000,0.737949
940000,0.731282
945000,0.732821
950000,0.727693
955000,0.732308
960000,0.734359
965000,0.738462
970000,0.734359
975000,0.728718
980000,0.735898
985000,0.733334
990000,0.740513
995000,0.739487
